product,call_reason,call_reason_l2,broad_theme_l3,intermediate_theme_l4,granular_theme_l5,exact_problem_statement,digital_friction,key_solution,policy_friction,friction_driver_category
Rewards,Authentication & Access,Password Reset,Account Security,Biometric Auth,Account Lockout After 3 Attempts,Customer set up a new password meeting all requirements but gets 'Password not accepted' error with no explanation of what's wrong.,"Password requirements are complex (12+ chars, upper, lower, number, special) but error messages don't specify which rule failed.
Previous 12 passwords are blocked but the system doesn't tell you it's a reuse -- just says 'not accepted'.","Show real-time password rule validation with green checkmarks. Explicitly name which rule failed on rejection.
Clearly state 'This password was used previously' instead of generic 'not accepted' message.",No,System Bug/Outage
ATT,Transactions & Statements,Missing Transaction,Statement Access,Statement Delivery,Statement Cycle Confusion,Statement PDF won't download on the mobile app. Shows loading spinner for 30 seconds then displays 'Unable to generate statement'.,"Statement PDF generation times out on mobile. The download button doesn't provide progress feedback or file size indication.
Past statements beyond 12 months are not accessible digitally -- customer must call to request archived statements.","Optimize PDF generation for mobile with progress bar. Cache recently generated statements for instant re-download.
Provide 7-year digital statement archive accessible from the app without calling.",Yes,UI/UX Flaw
AAdvantage,Rewards & Loyalty,Redemption Issue,Loyalty Tier,Cashback Posting,Redemption Minimum Too High,"Customer signed up for a 60,000 point welcome bonus offer but only received 40,000 after meeting the spend requirement.","Welcome bonus tracker doesn't show qualifying spend progress in real-time. Updated only once per statement cycle.
Bonus terms and qualifying purchase exclusions are in fine print that's hard to read on mobile.","Add real-time welcome bonus spend tracker on the rewards dashboard with progress bar and days remaining.
List qualifying and non-qualifying purchase categories clearly with specific merchant examples.",No,Policy Restriction
AAdvantage,Fraud & Disputes,Dispute Status,Card Security,Card Controls,Chargeback Timeline Unclear,Customer's provisional credit from a dispute was reversed without explanation. They received a letter but it referenced a case number they can't find online.,"Provisional credit reversal notification is sent via postal mail only. No in-app notification or email explaining why credit was reversed.
Case reference numbers in letters don't match the format shown in the app, creating confusion.","Send provisional credit reversal notifications via push notification and email with clear explanation and next steps.
Use consistent case reference format across all channels (app, email, mail).",No,UI/UX Flaw
ATT,Authentication & Access,Password Reset,Account Security,Trusted Device,Account Lockout After 3 Attempts,Customer set up a new password meeting all requirements but gets 'Password not accepted' error with no explanation of what's wrong.,"Password requirements are complex (12+ chars, upper, lower, number, special) but error messages don't specify which rule failed.
Previous 12 passwords are blocked but the system doesn't tell you it's a reuse -- just says 'not accepted'.","Show real-time password rule validation with green checkmarks. Explicitly name which rule failed on rejection.
Clearly state 'This password was used previously' instead of generic 'not accepted' message.",No,UI/UX Flaw
Cash,Profile & Settings,Account Closure,Personal Info Update,Privacy Settings,Phone Update Requires Branch Visit,Customer had a legal name change and uploaded their court order document but the upload keeps failing with 'File too large' error.,"Document upload has a 2MB file size limit which rejects most phone camera photos. No image compression built in.
Supported format list (PDF, JPG) is only shown after upload failure. HEIC from iPhone is not supported.","Increase upload limit to 10MB with built-in image compression. Support HEIC, PNG, PDF, JPG formats.
Show supported formats and size limits before upload attempt with built-in camera capture option.",No,Process Gap
ATT,Fraud & Disputes,Provisional Credit,Dispute Resolution,Chargeback Process,Dispute Form Too Complex,Customer got a fraud alert text about a $12 coffee purchase they actually made. Now their card is blocked and they can't unblock it from the app.,"Fraud alerts via SMS have a 'Yes/No' response but responding 'Yes it's me' doesn't auto-unblock the card. Must call to remove the hold.
False positive rate on fraud detection is high for small recurring charges and online subscriptions.","Auto-unblock card immediately when customer confirms 'Yes it's me' on fraud alert. Tune fraud models to reduce false positives.
Allow customers to whitelist recurring merchants and subscription services to prevent false positives.",No,System Bug/Outage
ATT,Profile & Settings,Phone Number Update,Personal Info Update,Contact Information,Account Closure Multi-Step Burden,Customer had a legal name change and uploaded their court order document but the upload keeps failing with 'File too large' error.,"Document upload has a 2MB file size limit which rejects most phone camera photos. No image compression built in.
Supported format list (PDF, JPG) is only shown after upload failure. HEIC from iPhone is not supported.","Increase upload limit to 10MB with built-in image compression. Support HEIC, PNG, PDF, JPG formats.
Show supported formats and size limits before upload attempt with built-in camera capture option.",No,Information Gap
Cash,Transactions & Statements,Duplicate Charge,Statement Access,Real-time Posting,Statement Cycle Confusion,Transaction search only works with exact merchant names. Searching 'amazon' doesn't find 'AMZN MKTP US' or 'Amazon.com'.,"Transaction search uses exact string matching only. No fuzzy search, no merchant category filters, no amount range filters.
Search results don't highlight matching terms or sort by relevance -- just reverse chronological order.","Add fuzzy search with merchant category filters and amount range sliders. Support partial name matching.
Highlight search matches in results and add relevance-based sorting alongside chronological.",No,Process Gap
ATT,Fraud & Disputes,Provisional Credit,Dispute Resolution,Suspicious Activity,Dispute Form Too Complex,Customer sees a $500 charge they didn't make. They want to dispute it but the dispute form asks for merchant contact info they don't have.,"Dispute initiation form is 3 pages long requiring merchant details the customer doesn't have. No 'I don't know' option for optional fields.
Can't dispute directly from the transaction in the app -- must navigate to a separate 'Disputes' section and re-enter transaction details.","Enable one-tap dispute from the transaction detail screen. Pre-fill all transaction details and make merchant info optional.
Simplify form to single page with smart defaults and 'I don't know' option for merchant fields.",No,Policy Restriction
AAdvantage,Authentication & Access,Biometric Login Failure,Sign On,Session Handling,Password Complexity Rejection,Customer keeps getting logged out every 5 minutes while trying to complete an application. Has to re-authenticate each time.,"Session timeout is set to 5 minutes with no activity detection. Background app refresh counts as inactivity.
No 'Keep me logged in' or 'Remember this device' option for trusted personal devices.","Extend session timeout to 15 minutes with active idle detection. Exclude background refresh from inactivity.
Add 'Remember Device' option for 30/60/90 days on personal devices.",No,Process Gap
Rewards,Authentication & Access,Device Registration,Account Security,Password Management,Account Lockout After 3 Attempts,Face ID stopped working on the app after the latest iOS update. No option to fall back to fingerprint or PIN in the app.,"Biometric authentication has no graceful fallback chain. If Face ID fails there's no option for fingerprint then PIN.
App requires full password re-entry when biometric fails instead of offering simpler alternatives.","Build biometric fallback chain: Face ID -> Fingerprint -> Device PIN -> Password. Implement graceful degradation.
Allow customers to configure preferred biometric method in app settings.",No,Third-party Dependency
Costco,Transactions & Statements,Missing Transaction,Transaction History,Statement Delivery,Duplicate Charge Display,Customer made a purchase yesterday but it's not showing in the transaction history on the app. The merchant confirmed the charge went through.,"Transaction history has a 24-48 hour delay for new purchases to appear. No 'pending' indicator for recently authorized transactions.
Real-time balance doesn't match transaction total due to holds and pending charges not being displayed.","Implement real-time transaction feed with pending indicators and authorization timestamps.
Show 'pending' charges immediately and auto-merge with posted charges when settled.",Yes,Information Gap
ATT,Authentication & Access,Biometric Login Failure,Device Management,Session Handling,SMS OTP Delay,Customer cannot log in because OTP is not being delivered to their phone. They've waited 15 minutes and tried 3 times.,"OTP delivery via SMS has 30-60 second delays during peak hours. No fallback to email or authenticator app OTP.
The 'Resend OTP' button has a 60-second cooldown with no visible timer showing remaining wait time.","Add email and authenticator app as OTP fallback channels. Show countdown timer on resend button.
Implement push notification OTP that doesn't depend on SMS delivery.",Yes,System Bug/Outage
Rewards,Transactions & Statements,Missing Transaction,Transaction History,Transaction Search,Transaction Not Showing,Pending transactions show different amounts than final posted amounts. Customer was charged $45.67 but pending showed $40.00.,"Pending transaction amounts are the authorization hold amount not the final charge. No explanation that final amount may differ.
App doesn't update pending amounts when merchant sends a different settlement amount.","Show both authorization and expected final amounts for pending transactions. Add tooltip explaining holds.
Push notification when pending amount differs from final posted amount by more than 10%.",No,UI/UX Flaw
Costco,Fraud & Disputes,Card Replacement,Fraud Prevention,Chargeback Process,Investigation Status Opaque,Customer's card was compromised and they need a replacement but expedited shipping costs $25. Standard shipping takes 7-10 business days.,"Replacement card ordering doesn't show estimated delivery date. Expedited shipping option is expensive and not clearly presented.
Digital card number for immediate online use is not offered during the replacement process.","Show estimated delivery date for replacement cards. Offer instant digital card number for immediate online use.
Provide free expedited shipping for fraud-related replacements.",Yes,UI/UX Flaw
Rewards,Transactions & Statements,Statement Download,Transaction History,Pending Transaction,Transaction Search Not Working,Pending transactions show different amounts than final posted amounts. Customer was charged $45.67 but pending showed $40.00.,"Pending transaction amounts are the authorization hold amount not the final charge. No explanation that final amount may differ.
App doesn't update pending amounts when merchant sends a different settlement amount.","Show both authorization and expected final amounts for pending transactions. Add tooltip explaining holds.
Push notification when pending amount differs from final posted amount by more than 10%.",No,System Bug/Outage
Costco,Authentication & Access,Biometric Login Failure,Device Management,Session Handling,Biometric Fallback Missing,Customer got a new phone and now has to re-register the device. The registration process asks for a code sent to old phone number.,"Device registration sends verification code to the phone number on file which may be outdated. No email verification option.
New device registration invalidates all other trusted devices forcing re-authentication everywhere.","Allow email-based device verification as alternative to SMS. Don't invalidate other devices on new registration.
Provide 'Transfer Trust' flow that migrates device trust from old phone via QR code scan.",Yes,Policy Restriction
AAdvantage,Transactions & Statements,Statement Error,Charge Inquiry,Real-time Posting,Statement PDF Download Failure,Statement PDF won't download on the mobile app. Shows loading spinner for 30 seconds then displays 'Unable to generate statement'.,"Statement PDF generation times out on mobile. The download button doesn't provide progress feedback or file size indication.
Past statements beyond 12 months are not accessible digitally -- customer must call to request archived statements.","Optimize PDF generation for mobile with progress bar. Cache recently generated statements for instant re-download.
Provide 7-year digital statement archive accessible from the app without calling.",Yes,UI/UX Flaw
Costco,Profile & Settings,Address Change,Account Lifecycle,Privacy Settings,Phone Update Requires Branch Visit,Customer wants to add their spouse as an authorized user but the form requires a SSN and the spouse is reluctant to enter it online.,"Authorized user form requires SSN entry on a single page with all other info. No explanation of why SSN is needed or how it's protected.
No option for the authorized user to enter their own SSN via a secure separate link.","Allow authorized user to complete their sensitive info via a separate secure tokenized link.
Explain SSN requirement with privacy policy link and show security badge on the form.",No,Policy Restriction
AAdvantage,Profile & Settings,Address Change,Personal Info Update,Privacy Settings,Name Change Document Upload Error,Customer wants to close their account but the app says 'Visit a branch or call us'. There's no online closure option.,"Account closure requires calling or visiting a branch. No digital self-service option even for zero-balance accounts.
The closure process takes 30+ days with no status tracking and requires 3 separate confirmation steps.","Enable digital account closure for zero-balance accounts with no outstanding obligations.
Provide closure status tracking and reduce processing time to 5 business days with clear timeline.",Yes,Information Gap
Rewards,Payments & Transfers,Balance Transfer,Payment Processing,ACH Processing,Refund Not Reflected,Customer made a P2P transfer 3 days ago but the recipient hasn't received the funds yet. Status shows 'Processing'.,"P2P transfer status page only shows 'Processing' with no estimated completion time or tracking details.
No push notification when transfer completes or fails -- customer has to manually check status repeatedly.","Add estimated completion time and step-by-step tracking to P2P transfers. Enable push notifications for status changes.
Provide recipient confirmation when funds are deposited with transaction reference number.",Yes,System Bug/Outage
AAdvantage,Profile & Settings,Email Update,Personal Info Update,Contact Information,Notification Toggle Missing,Customer moved to a new state but the address update on the app keeps saying 'Address could not be verified' for their new apartment.,"Address validation uses a strict USPS database that doesn't recognize new constructions or apartment complexes less than 6 months old.
App doesn't offer manual address override or 'use this address anyway' option when validation fails.","Add 'Use this address anyway' override with attestation checkbox when USPS validation fails.
Update address database more frequently and support new construction addresses with unit number variations.",Yes,Policy Restriction
Rewards,Rewards & Loyalty,Points Balance,Rewards Redemption,Cashback Posting,Points Not Credited,Customer's cashback was posted as points instead of statement credit. They can't find where to change their redemption preference.,"Cashback redemption preference setting is hidden under Rewards > Settings > Preferences > Redemption Method (4 levels deep).
No way to set default redemption for all future cashback -- must choose each time.","Move redemption preference to top-level rewards settings (1 tap from dashboard). Add 'Set as default' option.
Allow customers to set auto-redemption rules (e.g., auto statement credit every 5,000 points).",No,UI/UX Flaw
Costco,Transactions & Statements,Duplicate Charge,Charge Inquiry,Real-time Posting,Statement Cycle Confusion,Customer doesn't recognize a charge labeled 'DBI*MGMT FEE' on their statement. Wants to know what it is before disputing.,"Merchant names in transaction list use payment processor codes instead of recognizable business names (e.g., 'SQ *COFFEE' instead of 'Blue Bottle Coffee').
No merchant category or location info displayed to help customers identify charges.","Implement merchant name enrichment using merchant category codes and location data. Show business names instead of processor codes.
Add merchant logo, category icon, and map location for in-store transactions.",Yes,Third-party Dependency
AAdvantage,Payments & Transfers,Auto Pay Issue,Billing,Scheduled Payment,Duplicate Payment Deduction,Customer's payment was declined even though they have sufficient balance. The app shows 'Transaction Failed' with no error code.,"App payment flow requires 7 taps to complete a simple payment. Error messages are generic ('Something went wrong') with no actionable guidance.
No retry mechanism exists -- customer must restart the entire payment flow after a failure.","Simplify payment flow to 3 taps maximum. Replace generic errors with specific codes and retry button.
Add payment status push notifications and in-app payment history with clear success/fail indicators.",Yes,UI/UX Flaw
AAdvantage,Payments & Transfers,Payment Failed,Payment Processing,Payment Reversal,Balance Transfer Promo Mismatch,Customer's payment was declined even though they have sufficient balance. The app shows 'Transaction Failed' with no error code.,"App payment flow requires 7 taps to complete a simple payment. Error messages are generic ('Something went wrong') with no actionable guidance.
No retry mechanism exists -- customer must restart the entire payment flow after a failure.","Simplify payment flow to 3 taps maximum. Replace generic errors with specific codes and retry button.
Add payment status push notifications and in-app payment history with clear success/fail indicators.",Yes,Information Gap
Cash,Profile & Settings,Notification Preferences,Personal Info Update,Privacy Settings,Phone Update Requires Branch Visit,Customer moved to a new state but the address update on the app keeps saying 'Address could not be verified' for their new apartment.,"Address validation uses a strict USPS database that doesn't recognize new constructions or apartment complexes less than 6 months old.
App doesn't offer manual address override or 'use this address anyway' option when validation fails.","Add 'Use this address anyway' override with attestation checkbox when USPS validation fails.
Update address database more frequently and support new construction addresses with unit number variations.",No,System Bug/Outage
AAdvantage,Authentication & Access,Password Reset,Device Management,Trusted Device,Device Registration Loop,MFA setup wizard crashes on Android when trying to set up the authenticator app. Falls back to SMS which customer doesn't want.,"MFA authenticator app setup generates a QR code that's too small to scan on some Android devices. Manual key entry is hidden.
No ability to set preferred MFA method -- defaults to SMS even after setting up authenticator app.","Generate larger QR codes with zoom option. Show manual setup key prominently alongside QR.
Let users set preferred MFA method in security settings and remember the preference.",Yes,System Bug/Outage
AAdvantage,Profile & Settings,Notification Preferences,Personal Info Update,Contact Information,Email Change Delayed Verification,Customer's mailing address shows their old address on statements even though they updated it in the app 2 months ago.,"Address update in profile doesn't propagate to statement delivery address automatically. These are managed as separate fields.
No confirmation that address change was successful -- customer only discovers it wasn't updated at next statement.","Auto-propagate address changes to all linked services (statements, cards, correspondence).
Show confirmation banner after address update with list of all affected services and estimated update timeline.",Yes,Policy Restriction
Costco,Profile & Settings,Account Closure,Personal Info Update,Account Closure Process,Address Validation Failure,Customer wants to turn off promotional email notifications but the app only has an on/off toggle for ALL notifications including alerts.,"Notification settings are binary all-or-nothing. No granular control over transaction alerts vs marketing vs security notifications.
Push notification preferences don't sync with email notification preferences -- managed separately.","Implement granular notification preferences: Security Alerts, Transaction Alerts, Account Updates, Marketing.
Sync notification preferences across push, email, and SMS channels from a single settings page.",Yes,Policy Restriction
AAdvantage,Profile & Settings,Account Closure,Account Lifecycle,Privacy Settings,Notification Toggle Missing,Customer wants to add their spouse as an authorized user but the form requires a SSN and the spouse is reluctant to enter it online.,"Authorized user form requires SSN entry on a single page with all other info. No explanation of why SSN is needed or how it's protected.
No option for the authorized user to enter their own SSN via a secure separate link.","Allow authorized user to complete their sensitive info via a separate secure tokenized link.
Explain SSN requirement with privacy policy link and show security badge on the form.",No,Process Gap
Costco,Payments & Transfers,Payment Failed,Fund Transfer,ACH Processing,Balance Transfer Promo Mismatch,Customer's refund from a disputed transaction was approved 2 weeks ago but still not reflected in the account balance.,"Refund tracking is hidden under Statement > Transactions > Pending. No dedicated refund status page.
The app doesn't distinguish between merchant refunds and dispute credits making it confusing for customers.","Create dedicated refund tracking dashboard. Separate merchant refunds from dispute credits with clear labels.
Add push notification when refund posts and estimated timeline during pending status.",No,Third-party Dependency
AAdvantage,Fraud & Disputes,Unauthorized Transaction,Dispute Resolution,Fraud Investigation,Provisional Credit Delay,Customer wants to lock their card temporarily while they look for it at home. The app only offers 'Report Lost/Stolen' which permanently cancels the card.,"App only offers permanent card cancellation -- no temporary lock/unlock toggle. Customer must call to place a temporary hold.
The 'Report Lost/Stolen' flow immediately orders a new card and deactivates the current one with no confirmation step.","Add temporary card lock/unlock toggle on the card management screen. Separate from 'Report Lost/Stolen' flow.
Add confirmation step before permanent card cancellation with explanation of the difference.",Yes,Third-party Dependency
ATT,Transactions & Statements,Statement Error,Transaction History,PDF Statement,Statement Cycle Confusion,Pending transactions show different amounts than final posted amounts. Customer was charged $45.67 but pending showed $40.00.,"Pending transaction amounts are the authorization hold amount not the final charge. No explanation that final amount may differ.
App doesn't update pending amounts when merchant sends a different settlement amount.","Show both authorization and expected final amounts for pending transactions. Add tooltip explaining holds.
Push notification when pending amount differs from final posted amount by more than 10%.",No,Process Gap
AAdvantage,Fraud & Disputes,Card Replacement,Card Security,Credit Provisioning,Fraud Alert False Positive,Customer sees a $500 charge they didn't make. They want to dispute it but the dispute form asks for merchant contact info they don't have.,"Dispute initiation form is 3 pages long requiring merchant details the customer doesn't have. No 'I don't know' option for optional fields.
Can't dispute directly from the transaction in the app -- must navigate to a separate 'Disputes' section and re-enter transaction details.","Enable one-tap dispute from the transaction detail screen. Pre-fill all transaction details and make merchant info optional.
Simplify form to single page with smart defaults and 'I don't know' option for merchant fields.",Yes,Third-party Dependency
Costco,Profile & Settings,Address Change,Personal Info Update,Contact Information,Phone Update Requires Branch Visit,Customer wants to close their account but the app says 'Visit a branch or call us'. There's no online closure option.,"Account closure requires calling or visiting a branch. No digital self-service option even for zero-balance accounts.
The closure process takes 30+ days with no status tracking and requires 3 separate confirmation steps.","Enable digital account closure for zero-balance accounts with no outstanding obligations.
Provide closure status tracking and reduce processing time to 5 business days with clear timeline.",No,Third-party Dependency
Costco,Payments & Transfers,Refund Delay,Payment Processing,Wire Transfer,Auto Pay Enrollment Failure,Wire transfer initiated from the app was stuck in pending for 5 business days. Branch says it was never submitted.,"Wire transfer form on app doesn't save beneficiary details. Customer must re-enter all fields for repeat transfers.
The intermediary bank field is required but no guidance is provided on when it's needed or how to find it.","Save beneficiary details for wire transfers. Add smart form that shows/hides intermediary bank field based on destination.
Pre-populate fields from previous transfers with one-tap repeat transfer option.",No,Information Gap
Costco,Authentication & Access,Device Registration,Device Management,Password Management,SMS OTP Delay,Customer cannot log in because OTP is not being delivered to their phone. They've waited 15 minutes and tried 3 times.,"OTP delivery via SMS has 30-60 second delays during peak hours. No fallback to email or authenticator app OTP.
The 'Resend OTP' button has a 60-second cooldown with no visible timer showing remaining wait time.","Add email and authenticator app as OTP fallback channels. Show countdown timer on resend button.
Implement push notification OTP that doesn't depend on SMS delivery.",No,Third-party Dependency
AAdvantage,Payments & Transfers,Bill Pay Problem,Billing,ACH Processing,Auto Pay Enrollment Failure,Customer's refund from a disputed transaction was approved 2 weeks ago but still not reflected in the account balance.,"Refund tracking is hidden under Statement > Transactions > Pending. No dedicated refund status page.
The app doesn't distinguish between merchant refunds and dispute credits making it confusing for customers.","Create dedicated refund tracking dashboard. Separate merchant refunds from dispute credits with clear labels.
Add push notification when refund posts and estimated timeline during pending status.",Yes,Process Gap
AAdvantage,Transactions & Statements,Unrecognized Charge,Charge Inquiry,Pending Transaction,Transaction Search Not Working,Same restaurant charge appears twice in the transaction list but the customer says they only visited once. Amounts are identical.,"Transaction list doesn't merge duplicate authorization/settlement entries. Same charge appears as both 'pending' and 'posted'.
No visual indicator to distinguish between pending authorizations and final posted charges.","Auto-merge duplicate pending/posted entries for the same authorization. Add clear 'Pending' vs 'Posted' badges.
Only show final posted amount once settlement completes and remove the pending entry.",No,Process Gap
Costco,Rewards & Loyalty,Points Expiry,Rewards Redemption,Anniversary Bonus,Category Bonus Not Applied,Customer was downgraded from Platinum to Gold tier without any warning or notification. Lost access to airport lounge benefit.,"Tier status and benefits are displayed on a page that hasn't been updated for mobile. Tier progress bar doesn't show spend needed for next tier.
No proactive notification before tier downgrade -- customer only discovers it when trying to use a benefit.","Show tier progress bar with exact spend needed for retention/upgrade. Send 90-day and 30-day tier expiry warnings.
List all tier benefits clearly with real-time access status (active/at risk).",No,Information Gap
AAdvantage,Transactions & Statements,Statement Download,Statement Access,Statement Delivery,Transaction Not Showing,Same restaurant charge appears twice in the transaction list but the customer says they only visited once. Amounts are identical.,"Transaction list doesn't merge duplicate authorization/settlement entries. Same charge appears as both 'pending' and 'posted'.
No visual indicator to distinguish between pending authorizations and final posted charges.","Auto-merge duplicate pending/posted entries for the same authorization. Add clear 'Pending' vs 'Posted' badges.
Only show final posted amount once settlement completes and remove the pending entry.",No,System Bug/Outage
Rewards,Authentication & Access,Password Reset,Account Security,Password Management,Biometric Fallback Missing,Face ID stopped working on the app after the latest iOS update. No option to fall back to fingerprint or PIN in the app.,"Biometric authentication has no graceful fallback chain. If Face ID fails there's no option for fingerprint then PIN.
App requires full password re-entry when biometric fails instead of offering simpler alternatives.","Build biometric fallback chain: Face ID -> Fingerprint -> Device PIN -> Password. Implement graceful degradation.
Allow customers to configure preferred biometric method in app settings.",Yes,Information Gap
ATT,Transactions & Statements,Statement Error,Charge Inquiry,Real-time Posting,Transaction Search Not Working,Transaction search only works with exact merchant names. Searching 'amazon' doesn't find 'AMZN MKTP US' or 'Amazon.com'.,"Transaction search uses exact string matching only. No fuzzy search, no merchant category filters, no amount range filters.
Search results don't highlight matching terms or sort by relevance -- just reverse chronological order.","Add fuzzy search with merchant category filters and amount range sliders. Support partial name matching.
Highlight search matches in results and add relevance-based sorting alongside chronological.",Yes,Information Gap
AAdvantage,Profile & Settings,Phone Number Update,Account Lifecycle,Contact Information,Email Change Delayed Verification,Customer moved to a new state but the address update on the app keeps saying 'Address could not be verified' for their new apartment.,"Address validation uses a strict USPS database that doesn't recognize new constructions or apartment complexes less than 6 months old.
App doesn't offer manual address override or 'use this address anyway' option when validation fails.","Add 'Use this address anyway' override with attestation checkbox when USPS validation fails.
Update address database more frequently and support new construction addresses with unit number variations.",No,Process Gap
ATT,Rewards & Loyalty,Promotional Offer,Loyalty Tier,Anniversary Bonus,Redemption Minimum Too High,Customer made $300 in grocery purchases last month but points for the 3x category bonus weren't credited. Regular 1x points were applied.,"Category bonus tracking in the app doesn't show which merchants qualify for enhanced earning rates. No real-time earn rate preview.
Bonus category spend progress is only visible in the rewards section, not on the transaction detail screen.","Show merchant earning rate preview on each transaction. Display bonus category progress on the main rewards dashboard.
Add real-time earn rate indicator on transaction detail screens with qualifying merchant badge.",No,Policy Restriction
Cash,Profile & Settings,Address Change,Account Preferences,Account Closure Process,Name Change Document Upload Error,Customer had a legal name change and uploaded their court order document but the upload keeps failing with 'File too large' error.,"Document upload has a 2MB file size limit which rejects most phone camera photos. No image compression built in.
Supported format list (PDF, JPG) is only shown after upload failure. HEIC from iPhone is not supported.","Increase upload limit to 10MB with built-in image compression. Support HEIC, PNG, PDF, JPG formats.
Show supported formats and size limits before upload attempt with built-in camera capture option.",Yes,Information Gap
Costco,Transactions & Statements,Missing Transaction,Statement Access,Real-time Posting,Duplicate Charge Display,Customer cannot view transactions older than 90 days on the app. Needs records from 6 months ago for tax purposes.,"App only displays 90 days of transactions by default. 'View More' link is hard to find and loads slowly with no pagination.
Exporting transactions to CSV/PDF for older periods requires multiple separate downloads by month.","Display full transaction history with infinite scroll and fast pagination. Enable one-click CSV export for any date range.
Add tax-year quick filter for easy end-of-year transaction export.",No,Process Gap
ATT,Payments & Transfers,Bill Pay Problem,Payment Processing,ACH Processing,Bill Pay Scheduling Error,Customer's refund from a disputed transaction was approved 2 weeks ago but still not reflected in the account balance.,"Refund tracking is hidden under Statement > Transactions > Pending. No dedicated refund status page.
The app doesn't distinguish between merchant refunds and dispute credits making it confusing for customers.","Create dedicated refund tracking dashboard. Separate merchant refunds from dispute credits with clear labels.
Add push notification when refund posts and estimated timeline during pending status.",No,UI/UX Flaw
AAdvantage,Fraud & Disputes,Fraud Alert,Card Security,Fraud Investigation,Investigation Status Opaque,Customer got a fraud alert for an online purchase and clicked 'Not Me' but the transaction still went through on their account.,"Fraud alert response 'Not Me' doesn't automatically create a dispute case. Customer must separately call to initiate the dispute.
Real-time fraud blocking has a 30-second processing delay during which the fraudulent transaction can complete.","Auto-create dispute case when customer responds 'Not Me' to fraud alert. Block transaction in real-time before completion.
Reduce fraud alert processing to under 5 seconds to prevent fraudulent transactions from completing.",Yes,Policy Restriction
Costco,Payments & Transfers,Auto Pay Issue,Fund Transfer,Payment Reversal,Refund Not Reflected,Auto Pay was set up but the payment didn't go through this month. Customer was charged a late fee as a result.,"Auto Pay enrollment screen doesn't confirm the payment date clearly. The toggle switch for auto pay on/off is buried under 'More Options'.
Customer cannot see scheduled auto pay details without navigating to a separate 'Scheduled Payments' section.","Redesign Auto Pay setup with clear date confirmation and summary screen. Surface auto pay status on account dashboard.
Send payment confirmation notifications 2 days before and immediately after auto pay execution.",No,Information Gap
Rewards,Authentication & Access,Password Reset,Sign On,Biometric Auth,Device Registration Loop,Customer got a new phone and now has to re-register the device. The registration process asks for a code sent to old phone number.,"Device registration sends verification code to the phone number on file which may be outdated. No email verification option.
New device registration invalidates all other trusted devices forcing re-authentication everywhere.","Allow email-based device verification as alternative to SMS. Don't invalidate other devices on new registration.
Provide 'Transfer Trust' flow that migrates device trust from old phone via QR code scan.",No,Third-party Dependency
Cash,Transactions & Statements,Unrecognized Charge,Transaction History,Transaction Search,Transaction Search Not Working,Customer made a purchase yesterday but it's not showing in the transaction history on the app. The merchant confirmed the charge went through.,"Transaction history has a 24-48 hour delay for new purchases to appear. No 'pending' indicator for recently authorized transactions.
Real-time balance doesn't match transaction total due to holds and pending charges not being displayed.","Implement real-time transaction feed with pending indicators and authorization timestamps.
Show 'pending' charges immediately and auto-merge with posted charges when settled.",No,Information Gap
Rewards,Profile & Settings,Phone Number Update,Personal Info Update,Privacy Settings,Address Validation Failure,Customer wants to turn off promotional email notifications but the app only has an on/off toggle for ALL notifications including alerts.,"Notification settings are binary all-or-nothing. No granular control over transaction alerts vs marketing vs security notifications.
Push notification preferences don't sync with email notification preferences -- managed separately.","Implement granular notification preferences: Security Alerts, Transaction Alerts, Account Updates, Marketing.
Sync notification preferences across push, email, and SMS channels from a single settings page.",No,Policy Restriction
ATT,Authentication & Access,Account Locked,Sign On,Trusted Device,Session Timeout Too Short,Customer set up a new password meeting all requirements but gets 'Password not accepted' error with no explanation of what's wrong.,"Password requirements are complex (12+ chars, upper, lower, number, special) but error messages don't specify which rule failed.
Previous 12 passwords are blocked but the system doesn't tell you it's a reuse -- just says 'not accepted'.","Show real-time password rule validation with green checkmarks. Explicitly name which rule failed on rejection.
Clearly state 'This password was used previously' instead of generic 'not accepted' message.",No,System Bug/Outage
AAdvantage,Profile & Settings,Address Change,Account Preferences,Communication Preferences,Notification Toggle Missing,Customer had a legal name change and uploaded their court order document but the upload keeps failing with 'File too large' error.,"Document upload has a 2MB file size limit which rejects most phone camera photos. No image compression built in.
Supported format list (PDF, JPG) is only shown after upload failure. HEIC from iPhone is not supported.","Increase upload limit to 10MB with built-in image compression. Support HEIC, PNG, PDF, JPG formats.
Show supported formats and size limits before upload attempt with built-in camera capture option.",No,Process Gap
Costco,Authentication & Access,Password Reset,Sign On,Session Handling,Device Registration Loop,Customer cannot log in because OTP is not being delivered to their phone. They've waited 15 minutes and tried 3 times.,"OTP delivery via SMS has 30-60 second delays during peak hours. No fallback to email or authenticator app OTP.
The 'Resend OTP' button has a 60-second cooldown with no visible timer showing remaining wait time.","Add email and authenticator app as OTP fallback channels. Show countdown timer on resend button.
Implement push notification OTP that doesn't depend on SMS delivery.",No,Policy Restriction
